atemp,casual,cnt,holiday,hr,hum,registered,temp,weathersit,weekday,windspeed,workingday
-3.4875,1.0,12.0,0.0,1.0,0.71,-15.878937499999997,0.36,1.0,4.0,0.2239,1.0
0.303,3.0,8.0,0.0,10.375,0.71,5.0,0.34,1.0,4.0,0.2985,1.0
0.3333,1.0,2.0,0.0,3.0,0.66,,0.34,1.0,4.0,0.1642,1.0
5.2925,0.0,3.0,0.0,incons,0.71,3.0,0.34,incons,4.0,0.194,1.0
0.3333,0.0,13.0,0.0,5.0,0.76,13.0,0.32,1.0,13.8775,0.1045,1.0
0.3182,,51.0,0.0,6.0,0.76,incons,0.32,1.0,4.0,0.194,1.0
incons,12.0,140.0,0.0,7.0,incons,128.0,0.32,incons,4.0,0.1343,1.0
0.3485,17.0,299.0,0.0,8.0,0.66,282.0,0.36,1.0,4.0,0.1343,1.0
0.4091,23.0,185.0,0.0,9.0,0.62,162.0,0.4,1.0,4.0,0.2537,1.0
0.4394,9.0,78.0,0.0,10.0,0.54,69.0,0.44,1.0,4.0,0.3284,1.0
0.4394,20.0,86.0,0.0,11.0,0.54,66.0,0.44,1.0,4.0,0.2836,incons
,24.0,105.0,0.0,12.0,0.45,81.0,0.5,1.0,4.0,,1.0
0.5,26.0,111.0,0.0,13.0,0.42,85.0,0.52,2.0,4.0,0.0896,1.0
0.4848,32.0,119.0,-10.884125000000001,14.0,0.45,87.0,0.5,1.0,4.0,0.1045,1.0
0.5,30.0,125.0,0.0,15.0,0.42,95.0,0.52,1.0,4.0,0.2537,1.0
0.4848,34.0,142.0,0.0,16.0,0.48,108.0,0.5,1.0,4.0,,1.0
0.4848,48.0,313.0,0.0,17.0,0.42,265.0,0.5,1.0,4.0,0.194,1.0
0.4545,50.0,310.0,0.0,18.0,0.59,260.0,0.46,2.0,4.0,0.1642,1.0
0.4394,18.0,207.0,0.0,19.0,0.58,189.0,0.44,1.0,4.0,0.194,1.0
0.4242,25.0,137.0,0.0,20.0,0.67,112.0,,1.0,4.0,0.2239,1.0
0.4242,19.0,138.0,0.0,21.0,0.62,119.0,0.42,1.0,4.0,0.2239,1.0
0.4091,17.0,87.0,0.0,22.0,0.66,70.0,,1.0,4.0,0.2239,1.0
0.4242,7.0,50.0,0.0,23.0,0.62,43.0,0.42,,4.0,,1.0
0.4242,5.0,29.0,0.0,0.0,0.58,24.0,0.42,1.0,5.0,0.2836,1.0
0.4091,4.0,16.0,0.0,incons,,12.0,0.4,-2.5,5.0,0.2537,1.0
0.4091,5.0,14.0,0.0,,0.62,9.0,0.4,1.0,5.0,0.194,1.0
0.3485,1.0,5.0,0.0,3.0,0.71,4.0,0.36,1.0,13.8775,0.194,1.0
0.3939,2.0,10.0,0.0,5.0,0.66,8.0,0.38,-2.5,5.0,0.1642,1.0
0.4091,incons,36.0,0.0,6.0,0.66,-15.878937499999997,0.4,1.0,5.0,0.194,1.0
0.4091,11.0,123.0,0.0,7.0,0.66,112.0,0.4,1.0,5.0,0.194,-10.450000000000001
incons,24.0,280.0,0.0,8.0,0.67,,0.42,1.0,5.0,0.2537,1.0
0.4545,18.0,210.0,,9.0,0.63,192.0,0.46,1.0,5.0,0.2239,1.0
0.5,43.0,117.0,0.0,10.0,0.53,74.0,0.52,1.0,5.0,0.2836,1.0
0.5152,-11.1,159.0,0.0,11.0,-7.178000000000001,104.0,0.54,1.0,5.0,0.2836,12.07
,72.0,-22.322812499999998,0.0,12.0,0.49,123.0,0.56,incons,5.0,0.3582,1.0
0.6212,57.0,37.3936875,,13.0,0.41,118.0,0.64,1.0,5.0,0.2836,1.0
0.6212,71.0,174.0,0.0,14.0,0.39,,0.66,1.0,5.0,0.2537,1.0
0.6364,62.0,,0.0,15.0,incons,111.0,0.68,-2.5,5.0,0.3582,1.0
0.6364,67.0,204.0,18.130475,16.0,0.39,137.0,0.68,,5.0,0.2836,1.0
0.6364,95.0,332.0,0.0,17.0,0.37,237.0,0.7,1.0,5.0,0.3284,1.0
0.6364,84.0,331.0,0.0,18.0,0.39,incons,incons,1.0,5.0,0.1642,incons
0.6212,58.0,190.0,0.0,19.0,0.44,132.0,incons,1.0,5.0,-9.925,1.0
0.6212,46.0,149.0,0.0,20.0,0.46,103.0,0.62,incons,5.0,0.1343,1.0
0.6212,22.0,113.0,0.0,21.0,0.46,91.0,0.62,-2.5,5.0,,1.0
0.6212,55.0,incons,0.0,incons,0.5,63.0,0.62,1.0,5.0,16.355,1.0
0.6212,26.0,86.0,0.0,10.375,11.9068,60.0,0.6,2.0,5.0,incons,1.0
0.6212,26.0,76.0,0.0,0.0,0.53,50.0,0.6,2.0,6.0,-9.925,17.07
0.5455,16.0,51.0,0.0,1.0,0.46,35.0,incons,2.0,13.8775,0.3582,
0.5303,5.0,25.0,0.0,2.0,0.43,20.0,0.56,2.0,6.0,0.2239,
0.5152,incons,8.0,0.0,,0.39,7.0,0.54,3.5,incons,0.3284,0.0
0.5,1.0,3.0,0.0,incons,-7.178000000000001,2.0,0.52,1.0,6.0,0.4179,incons
0.5,0.0,2.0,0.0,5.0,0.34,2.0,-2.388,1.0,6.0,0.4179,0.0
0.4394,,10.0,0.0,,0.44,10.0,0.44,,6.0,0.4179,0.0
0.4091,4.0,13.0,0.0,10.375,,9.0,0.4,1.0,6.0,0.3284,0.0
0.4242,11.0,incons,0.0,8.0,0.47,37.0,0.42,1.0,6.0,0.4925,0.0
0.4242,35.0,76.0,0.0,9.0,0.44,41.0,0.42,1.0,13.8775,0.4627,0.0
0.4394,incons,140.0,0.0,10.0,0.38,85.0,0.44,1.0,6.0,-9.925,0.0
0.4545,90.0,196.0,0.0,11.0,0.36,106.0,0.46,1.0,6.0,0.4478,0.0
0.4545,126.0,267.0,18.130475,10.375,0.33,-15.878937499999997,0.46,1.0,6.0,0.4179,0.0
0.4848,174.0,301.0,0.0,13.0,0.34,127.0,0.5,1.0,6.0,0.4627,0.0
0.4848,168.0,312.0,0.0,14.0,0.31,incons,0.5,1.0,,0.4925,0.0
0.4848,170.0,313.0,0.0,15.0,0.29,143.0,0.5,1.0,6.0,0.4179,0.0
,175.0,304.0,0.0,16.0,0.31,129.0,3.4328000000000003,1.0,6.0,0.3881,0.0
0.4697,138.0,278.0,0.0,17.0,,140.0,,1.0,incons,0.3284,-7.45
0.4545,92.0,217.0,0.0,incons,0.31,26.727362499999998,0.46,1.0,6.0,0.3284,0.0
0.4394,38.0,154.0,0.0,19.0,0.33,116.0,0.44,1.0,incons,,0.0
0.4242,39.0,108.0,0.0,20.0,0.35,69.0,0.42,1.0,6.0,0.2239,0.0
0.4091,20.0,93.0,0.0,21.0,0.37,73.0,0.4,1.0,6.0,0.2985,0.0
0.4091,27.0,72.0,0.0,22.0,0.37,45.0,0.4,3.5,,0.3284,0.0
0.3939,incons,50.0,0.0,20.375,0.4,37.0,incons,1.0,6.0,0.2985,0.0
0.303,7.0,incons,0.0,0.0,0.49,33.0,0.34,incons,0.0,0.4179,0.0
0.2879,2.0,24.0,0.0,1.0,0.53,22.0,0.32,1.0,0.0,0.3582,0.0
0.2879,6.0,30.0,0.0,2.0,,24.0,0.3,1.0,0.0,0.2836,0.0
0.2727,1.0,12.0,0.0,3.0,0.56,11.0,0.28,3.5,-8.462499999999999,0.2537,0.0
0.2576,2.0,3.0,0.0,4.0,0.56,1.0,0.26,1.0,0.0,0.2239,0.0
0.2576,3.0,9.0,-10.884125000000001,5.0,0.6,6.0,0.26,1.0,incons,0.194,0.0
0.2576,1.0,4.0,18.130475,6.0,0.6,3.0,0.26,1.0,0.0,0.2239,12.07
0.2273,5.0,14.0,0.0,7.0,0.6,9.0,0.24,1.0,0.0,0.2239,0.0
0.2727,7.0,37.0,0.0,,incons,30.0,0.28,1.0,0.0,0.1642,0.0
0.303,35.0,78.0,0.0,9.0,0.52,43.0,-2.388,1.0,0.0,-9.925,0.0
0.3485,55.0,136.0,0.0,10.0,0.45,incons,0.32,2.0,13.8775,0.0,0.0
0.3485,92.0,203.0,0.0,11.0,11.9068,incons,0.34,1.0,0.0,0.1045,0.0
0.3636,120.0,-22.322812499999998,0.0,12.0,0.4,108.0,incons,1.0,0.0,incons,0.0
0.3939,88.0,203.0,0.0,13.0,0.34,115.0,0.38,1.0,0.0,0.0,0.0
0.4091,145.0,279.0,0.0,14.0,0.3,134.0,0.4,1.0,0.0,0.0,0.0
,172.0,308.0,0.0,15.0,0.32,136.0,0.4,1.0,0.0,0.0896,0.0
0.4242,92.0,224.0,0.0,16.0,0.32,132.0,0.42,3.5,0.0,0.0,0.0
0.4091,83.0,,0.0,17.0,0.35,143.0,0.4,1.0,incons,0.2836,0.0
0.3939,,156.0,incons,20.375,,98.0,0.38,1.0,0.0,incons,0.0
0.3333,21.0,79.0,0.0,19.0,0.43,58.0,0.36,1.0,0.0,0.2836,0.0
incons,18.259999999999998,37.3936875,0.0,20.0,0.46,46.0,0.36,1.0,,0.2836,0.0
0.3182,10.0,49.0,0.0,21.0,11.9068,39.0,0.34,2.0,0.0,0.2836,0.0
0.303,8.0,38.0,0.0,10.375,0.53,30.0,0.34,2.0,0.0,0.3284,0.0
0.303,,24.0,0.0,23.0,0.61,11.0,0.34,3.0,0.0,0.3881,0.0
